id,name,year,month,day,hour,minute,lat,lon,max_sustained_wind_kts,sshws
AL131999,IRENE,1999,10,12,12,00,15.9,-82,20,0
AL131999,IRENE,1999,10,12,18,00,16.4,-83,20,0
AL131999,IRENE,1999,10,13,00,00,16.7,-83.2,20,0
AL131999,IRENE,1999,10,13,06,00,17.3,-83.3,30,0
AL131999,IRENE,1999,10,13,12,00,18.5,-83.4,35,0
AL131999,IRENE,1999,10,13,18,00,19.8,-83.6,45,0
AL131999,IRENE,1999,10,14,00,00,20.7,-83.6,55,0
AL131999,IRENE,1999,10,14,06,00,21,-83.6,60,0
AL131999,IRENE,1999,10,14,12,00,21.3,-82.9,60,0
AL131999,IRENE,1999,10,14,18,00,22.4,-82.4,60,0
AL131999,IRENE,1999,10,14,19,00,22.7,-82.5,60,0
AL131999,IRENE,1999,10,15,00,00,23.1,-82.6,60,0
AL131999,IRENE,1999,10,15,06,00,23.8,-82.2,65,1
AL131999,IRENE,1999,10,15,12,00,24.4,-81.8,65,1
AL131999,IRENE,1999,10,15,13,00,24.6,-81.6,65,1
AL131999,IRENE,1999,10,15,18,00,25.1,-81.3,65,1
AL131999,IRENE,1999,10,15,20,00,25.3,-81.1,70,1
AL131999,IRENE,1999,10,16,00,00,26.1,-80.6,65,1
AL131999,IRENE,1999,10,16,06,00,27,-80.2,65,1
AL131999,IRENE,1999,10,16,12,00,27.8,-80.1,65,1
AL131999,IRENE,1999,10,16,18,00,28.6,-79.9,65,1
AL131999,IRENE,1999,10,17,00,00,29.4,-79.8,65,1
AL131999,IRENE,1999,10,17,06,00,30.2,-79.8,65,1
AL131999,IRENE,1999,10,17,12,00,31.2,-79.7,65,1
AL131999,IRENE,1999,10,17,18,00,32.2,-79,70,1
AL131999,IRENE,1999,10,18,00,00,33.4,-77.4,80,1
AL131999,IRENE,1999,10,18,06,00,34.8,-75.2,95,2
AL131999,IRENE,1999,10,18,07,56,35.4,-74.4,95,2
AL131999,IRENE,1999,10,18,12,00,36.8,-71.6,90,2
AL131999,IRENE,1999,10,18,18,00,39,-67.4,80,1
AL131999,IRENE,1999,10,19,00,00,41.5,-61,80,1
AL131999,IRENE,1999,10,19,06,00,44.9,-51.5,80,1
AL131999,IRENE,1999,10,19,12,00,48,-48,80,1
AL131999,IRENE,1999,10,19,18,00,51,-45,80,1
