id,name,year,month,day,hour,minute,lat,lon,max_sustained_wind_kts,sshws
AL122011,KATIA,2011,08,28,00,00,9.5,-19,20,0
AL122011,KATIA,2011,08,28,06,00,9.4,-20.3,20,0
AL122011,KATIA,2011,08,28,12,00,9.3,-21.6,25,0
AL122011,KATIA,2011,08,28,18,00,9.3,-22.9,25,0
AL122011,KATIA,2011,08,29,00,00,9.3,-24.2,25,0
AL122011,KATIA,2011,08,29,06,00,9.5,-25.6,25,0
AL122011,KATIA,2011,08,29,12,00,9.9,-27,30,0
AL122011,KATIA,2011,08,29,18,00,10.6,-28.2,30,0
AL122011,KATIA,2011,08,30,00,00,11,-29.6,35,0
AL122011,KATIA,2011,08,30,06,00,11.5,-31.1,40,0
AL122011,KATIA,2011,08,30,12,00,12,-32.9,45,0
AL122011,KATIA,2011,08,30,18,00,12.6,-34.6,50,0
AL122011,KATIA,2011,08,31,00,00,13.1,-36.4,50,0
AL122011,KATIA,2011,08,31,06,00,13.6,-38.2,55,0
AL122011,KATIA,2011,08,31,12,00,14,-40,55,0
AL122011,KATIA,2011,08,31,18,00,14.4,-41.8,60,0
AL122011,KATIA,2011,09,01,00,00,14.8,-43.5,65,1
AL122011,KATIA,2011,09,01,06,00,15.1,-45.2,65,1
AL122011,KATIA,2011,09,01,12,00,15.3,-46.9,65,1
AL122011,KATIA,2011,09,01,18,00,15.7,-48.5,65,1
AL122011,KATIA,2011,09,02,00,00,16.2,-50,65,1
AL122011,KATIA,2011,09,02,06,00,16.8,-51.2,65,1
AL122011,KATIA,2011,09,02,12,00,17.4,-52.1,65,1
AL122011,KATIA,2011,09,02,18,00,18,-53,65,1
AL122011,KATIA,2011,09,03,00,00,18.4,-53.9,65,1
AL122011,KATIA,2011,09,03,06,00,18.8,-54.7,65,1
AL122011,KATIA,2011,09,03,12,00,19.4,-55.4,65,1
AL122011,KATIA,2011,09,03,18,00,19.9,-56.2,65,1
AL122011,KATIA,2011,09,04,00,00,20.4,-57.1,70,1
AL122011,KATIA,2011,09,04,06,00,21.1,-57.9,75,1
AL122011,KATIA,2011,09,04,12,00,21.7,-58.8,85,2
AL122011,KATIA,2011,09,04,18,00,22.3,-59.7,90,2
AL122011,KATIA,2011,09,05,00,00,23,-60.6,90,2
AL122011,KATIA,2011,09,05,06,00,23.6,-61.6,95,2
AL122011,KATIA,2011,09,05,12,00,24.2,-62.6,100,3
AL122011,KATIA,2011,09,05,18,00,24.8,-63.4,110,3
AL122011,KATIA,2011,09,06,00,00,25.6,-64,120,4
AL122011,KATIA,2011,09,06,06,00,26.2,-64.8,115,4
AL122011,KATIA,2011,09,06,12,00,26.7,-65.6,105,3
AL122011,KATIA,2011,09,06,18,00,27.3,-66.2,95,2
AL122011,KATIA,2011,09,07,00,00,27.7,-66.9,85,2
AL122011,KATIA,2011,09,07,06,00,28.2,-67.6,85,2
AL122011,KATIA,2011,09,07,12,00,28.8,-68.4,80,1
AL122011,KATIA,2011,09,07,18,00,29.4,-69.3,80,1
AL122011,KATIA,2011,09,08,00,00,30.3,-69.9,80,1
AL122011,KATIA,2011,09,08,06,00,31.5,-70.1,80,1
AL122011,KATIA,2011,09,08,12,00,32.8,-70.2,80,1
AL122011,KATIA,2011,09,08,18,00,34.1,-70,80,1
AL122011,KATIA,2011,09,09,00,00,35.6,-69.4,80,1
AL122011,KATIA,2011,09,09,06,00,37.1,-68.4,75,1
AL122011,KATIA,2011,09,09,12,00,38.5,-67.1,75,1
AL122011,KATIA,2011,09,09,18,00,39.8,-64.6,75,1
AL122011,KATIA,2011,09,10,00,00,41,-60.5,75,1
AL122011,KATIA,2011,09,10,06,00,42.2,-56.1,75,1
AL122011,KATIA,2011,09,10,12,00,43.5,-50.6,75,1
AL122011,KATIA,2011,09,10,18,00,45.4,-43.7,75,1
AL122011,KATIA,2011,09,11,00,00,47.3,-37.2,70,1
AL122011,KATIA,2011,09,11,06,00,49.1,-31.3,70,1
AL122011,KATIA,2011,09,11,12,00,51.1,-26,60,0
AL122011,KATIA,2011,09,11,18,00,52.8,-21.1,60,0
AL122011,KATIA,2011,09,12,00,00,54.7,-16.3,60,0
AL122011,KATIA,2011,09,12,06,00,56.2,-11.6,60,0
AL122011,KATIA,2011,09,12,12,00,58,-7,60,0
AL122011,KATIA,2011,09,12,18,00,59.5,0,60,0
