id,name,year,month,day,hour,minute,lat,lon,max_sustained_wind_kts,sshws
AL152008,OMAR,2008,10,13,06,00,15.4,-69,25,0
AL152008,OMAR,2008,10,13,12,00,15.2,-69.6,30,0
AL152008,OMAR,2008,10,13,18,00,14.8,-69.8,30,0
AL152008,OMAR,2008,10,14,00,00,14.5,-69.6,35,0
AL152008,OMAR,2008,10,14,06,00,14.3,-69.3,40,0
AL152008,OMAR,2008,10,14,12,00,14.2,-69.1,50,0
AL152008,OMAR,2008,10,14,18,00,13.9,-68.8,60,0
AL152008,OMAR,2008,10,15,00,00,14.1,-68.3,65,1
AL152008,OMAR,2008,10,15,06,00,14.4,-68,70,1
AL152008,OMAR,2008,10,15,12,00,14.9,-67.4,75,1
AL152008,OMAR,2008,10,15,18,00,15.6,-66.5,80,1
AL152008,OMAR,2008,10,16,00,00,16.7,-65.2,95,2
AL152008,OMAR,2008,10,16,06,00,18.2,-63.9,115,4
AL152008,OMAR,2008,10,16,12,00,19.6,-62.1,90,2
AL152008,OMAR,2008,10,16,18,00,21.1,-60.4,70,1
AL152008,OMAR,2008,10,17,00,00,22.8,-58.8,65,1
AL152008,OMAR,2008,10,17,06,00,25.1,-57.1,70,1
AL152008,OMAR,2008,10,17,12,00,27.9,-55.7,75,1
AL152008,OMAR,2008,10,17,18,00,30.1,-54.4,65,1
AL152008,OMAR,2008,10,18,00,00,31.3,-53.2,55,0
AL152008,OMAR,2008,10,18,06,00,32.4,-52.1,50,0
AL152008,OMAR,2008,10,18,12,00,33,-51.3,40,0
AL152008,OMAR,2008,10,18,18,00,33.5,-50.5,35,0
AL152008,OMAR,2008,10,19,00,00,34,-49.7,30,0
AL152008,OMAR,2008,10,19,06,00,34.5,-49,30,0
AL152008,OMAR,2008,10,19,12,00,35.1,-48.3,25,0
AL152008,OMAR,2008,10,19,18,00,35.7,-47.5,25,0
AL152008,OMAR,2008,10,20,00,00,36.4,-46.8,25,0
AL152008,OMAR,2008,10,20,06,00,37,-46.2,25,0
AL152008,OMAR,2008,10,20,12,00,37.6,-45.3,25,0
AL152008,OMAR,2008,10,20,18,00,37.9,-44.3,25,0
AL152008,OMAR,2008,10,21,00,00,38.3,-43.3,25,0
