id,name,year,month,day,hour,minute,lat,lon,max_sustained_wind_kts,sshws
AL132003,ISABEL,2003,09,06,00,00,13.8,-31.4,30,0
AL132003,ISABEL,2003,09,06,06,00,13.9,-32.7,35,0
AL132003,ISABEL,2003,09,06,12,00,13.6,-33.9,40,0
AL132003,ISABEL,2003,09,06,18,00,13.4,-34.9,45,0
AL132003,ISABEL,2003,09,07,00,00,13.5,-35.8,55,0
AL132003,ISABEL,2003,09,07,06,00,13.9,-36.5,60,0
AL132003,ISABEL,2003,09,07,12,00,14.4,-37.3,65,1
AL132003,ISABEL,2003,09,07,18,00,15.2,-38.5,70,1
AL132003,ISABEL,2003,09,08,00,00,15.8,-39.7,80,1
AL132003,ISABEL,2003,09,08,06,00,16.5,-40.9,95,2
AL132003,ISABEL,2003,09,08,12,00,17.1,-42,110,3
AL132003,ISABEL,2003,09,08,18,00,17.6,-43.1,110,3
AL132003,ISABEL,2003,09,09,00,00,18.2,-44.1,115,4
AL132003,ISABEL,2003,09,09,06,00,18.9,-45.2,115,4
AL132003,ISABEL,2003,09,09,12,00,19.4,-46.3,115,4
AL132003,ISABEL,2003,09,09,18,00,20,-47.3,115,4
AL132003,ISABEL,2003,09,10,00,00,20.5,-48.3,110,3
AL132003,ISABEL,2003,09,10,06,00,20.9,-49.4,110,3
AL132003,ISABEL,2003,09,10,12,00,21.1,-50.4,115,4
AL132003,ISABEL,2003,09,10,18,00,21.1,-51.4,120,4
AL132003,ISABEL,2003,09,11,00,00,21.2,-52.3,125,4
AL132003,ISABEL,2003,09,11,06,00,21.3,-53.2,125,4
AL132003,ISABEL,2003,09,11,12,00,21.4,-54,135,4
AL132003,ISABEL,2003,09,11,18,00,21.5,-54.8,145,5
AL132003,ISABEL,2003,09,12,00,00,21.6,-55.7,140,5
AL132003,ISABEL,2003,09,12,06,00,21.7,-56.6,140,5
AL132003,ISABEL,2003,09,12,12,00,21.6,-57.4,140,5
AL132003,ISABEL,2003,09,12,18,00,21.7,-58.2,140,5
AL132003,ISABEL,2003,09,13,00,00,21.8,-59.1,135,4
AL132003,ISABEL,2003,09,13,06,00,21.9,-60.1,130,4
AL132003,ISABEL,2003,09,13,12,00,22.1,-61,135,4
AL132003,ISABEL,2003,09,13,18,00,22.5,-62.1,140,5
AL132003,ISABEL,2003,09,14,00,00,22.9,-63.3,135,4
AL132003,ISABEL,2003,09,14,06,00,23.2,-64.6,135,4
AL132003,ISABEL,2003,09,14,12,00,23.5,-65.8,135,4
AL132003,ISABEL,2003,09,14,18,00,23.9,-67,140,5
AL132003,ISABEL,2003,09,15,00,00,24.3,-67.9,130,4
AL132003,ISABEL,2003,09,15,06,00,24.5,-68.8,125,4
AL132003,ISABEL,2003,09,15,12,00,24.8,-69.4,120,4
AL132003,ISABEL,2003,09,15,18,00,25.3,-69.8,115,4
AL132003,ISABEL,2003,09,16,00,00,25.7,-70.2,105,3
AL132003,ISABEL,2003,09,16,06,00,26.3,-70.5,100,3
AL132003,ISABEL,2003,09,16,12,00,26.8,-70.9,95,2
AL132003,ISABEL,2003,09,16,18,00,27.4,-71.2,95,2
AL132003,ISABEL,2003,09,17,00,00,28.1,-71.5,95,2
AL132003,ISABEL,2003,09,17,06,00,28.9,-71.9,95,2
AL132003,ISABEL,2003,09,17,12,00,29.7,-72.5,90,2
AL132003,ISABEL,2003,09,17,18,00,30.6,-73,90,2
AL132003,ISABEL,2003,09,18,00,00,31.5,-73.5,90,2
AL132003,ISABEL,2003,09,18,06,00,32.5,-74.3,90,2
AL132003,ISABEL,2003,09,18,12,00,33.7,-75.2,90,2
AL132003,ISABEL,2003,09,18,17,00,34.9,-76.2,90,2
AL132003,ISABEL,2003,09,18,18,00,35.1,-76.4,85,2
AL132003,ISABEL,2003,09,19,00,00,36.7,-77.7,65,1
AL132003,ISABEL,2003,09,19,06,00,38.6,-78.9,50,0
AL132003,ISABEL,2003,09,19,12,00,40.9,-80.3,35,0
AL132003,ISABEL,2003,09,19,18,00,43.9,-80.9,30,0
AL132003,ISABEL,2003,09,20,00,00,48,-81,25,0
