id,name,year,month,day,hour,minute,lat,lon,max_sustained_wind_kts,sshws
AL032014,BERTHA,2014,07,29,06,00,9.6,-37.1,25,0
AL032014,BERTHA,2014,07,29,12,00,9.5,-38.6,30,0
AL032014,BERTHA,2014,07,29,18,00,9.5,-40.1,30,0
AL032014,BERTHA,2014,07,30,00,00,9.6,-41.5,30,0
AL032014,BERTHA,2014,07,30,06,00,9.7,-43,30,0
AL032014,BERTHA,2014,07,30,12,00,9.8,-44.7,30,0
AL032014,BERTHA,2014,07,30,18,00,10,-46.4,30,0
AL032014,BERTHA,2014,07,31,00,00,10.4,-48,35,0
AL032014,BERTHA,2014,07,31,06,00,10.7,-49.7,35,0
AL032014,BERTHA,2014,07,31,12,00,11,-51.4,40,0
AL032014,BERTHA,2014,07,31,18,00,11.5,-53.1,40,0
AL032014,BERTHA,2014,08,01,00,00,12.2,-54.6,40,0
AL032014,BERTHA,2014,08,01,06,00,13,-56.2,40,0
AL032014,BERTHA,2014,08,01,12,00,13.8,-58.1,45,0
AL032014,BERTHA,2014,08,01,18,00,14.5,-60.3,45,0
AL032014,BERTHA,2014,08,02,00,00,15.2,-62.3,45,0
AL032014,BERTHA,2014,08,02,06,00,15.9,-64.1,40,0
AL032014,BERTHA,2014,08,02,12,00,16.7,-65.9,40,0
AL032014,BERTHA,2014,08,02,18,00,17.9,-67.6,40,0
AL032014,BERTHA,2014,08,03,00,00,19.2,-69,40,0
AL032014,BERTHA,2014,08,03,06,00,20.3,-70.4,40,0
AL032014,BERTHA,2014,08,03,12,00,21.4,-71.6,40,0
AL032014,BERTHA,2014,08,03,14,00,21.8,-71.9,40,0
AL032014,BERTHA,2014,08,03,18,00,22.7,-72.5,45,0
AL032014,BERTHA,2014,08,04,00,00,24.1,-73.1,55,0
AL032014,BERTHA,2014,08,04,06,00,25.4,-73.5,60,0
AL032014,BERTHA,2014,08,04,12,00,26.8,-73.6,70,1
AL032014,BERTHA,2014,08,04,18,00,28.5,-73.6,70,1
AL032014,BERTHA,2014,08,05,00,00,30.5,-73.4,65,1
AL032014,BERTHA,2014,08,05,06,00,32.5,-73.2,55,0
AL032014,BERTHA,2014,08,05,12,00,34.2,-72.7,50,0
AL032014,BERTHA,2014,08,05,18,00,35.5,-71.2,45,0
AL032014,BERTHA,2014,08,06,00,00,36.8,-69.3,45,0
AL032014,BERTHA,2014,08,06,06,00,38.1,-66.9,45,0
AL032014,BERTHA,2014,08,06,12,00,39.4,-64.1,45,0
AL032014,BERTHA,2014,08,06,18,00,40.8,-61.3,45,0
AL032014,BERTHA,2014,08,07,00,00,42.1,-58.4,50,0
AL032014,BERTHA,2014,08,07,06,00,43.4,-55.6,45,0
AL032014,BERTHA,2014,08,07,12,00,44.6,-52.5,40,0
AL032014,BERTHA,2014,08,07,18,00,46,-49.5,40,0
AL032014,BERTHA,2014,08,08,00,00,47.4,-46.6,35,0
AL032014,BERTHA,2014,08,08,06,00,47.9,-43,35,0
AL032014,BERTHA,2014,08,08,12,00,47.5,-39.4,35,0
AL032014,BERTHA,2014,08,08,18,00,46.9,-34.9,35,0
AL032014,BERTHA,2014,08,09,00,00,47,-29,35,0
AL032014,BERTHA,2014,08,09,06,00,47.1,-22,35,0
AL032014,BERTHA,2014,08,09,12,00,47.5,-15,35,0
