id,name,year,month,day,hour,minute,lat,lon,max_sustained_wind_kts,sshws
AL092008,IKE,2008,09,01,06,00,17.2,-37,30,0
AL092008,IKE,2008,09,01,12,00,17.3,-38.4,35,0
AL092008,IKE,2008,09,01,18,00,17.5,-39.9,45,0
AL092008,IKE,2008,09,02,00,00,17.8,-41.3,45,0
AL092008,IKE,2008,09,02,06,00,18.2,-42.8,45,0
AL092008,IKE,2008,09,02,12,00,18.7,-44.3,50,0
AL092008,IKE,2008,09,02,18,00,19.3,-45.8,55,0
AL092008,IKE,2008,09,03,00,00,19.8,-47.3,55,0
AL092008,IKE,2008,09,03,06,00,20.2,-48.8,55,0
AL092008,IKE,2008,09,03,12,00,20.6,-50.3,60,0
AL092008,IKE,2008,09,03,18,00,21.1,-51.9,75,1
AL092008,IKE,2008,09,04,00,00,21.8,-53.5,105,3
AL092008,IKE,2008,09,04,06,00,22.4,-55,125,4
AL092008,IKE,2008,09,04,12,00,23,-56.4,120,4
AL092008,IKE,2008,09,04,18,00,23.4,-57.7,115,4
AL092008,IKE,2008,09,05,00,00,23.6,-59,115,4
AL092008,IKE,2008,09,05,06,00,23.6,-60.4,115,4
AL092008,IKE,2008,09,05,12,00,23.5,-61.9,105,3
AL092008,IKE,2008,09,05,18,00,23.2,-63.4,100,3
AL092008,IKE,2008,09,06,00,00,22.8,-64.9,100,3
AL092008,IKE,2008,09,06,06,00,22.4,-66.3,100,3
AL092008,IKE,2008,09,06,12,00,21.9,-67.7,95,2
AL092008,IKE,2008,09,06,18,00,21.5,-69,115,4
AL092008,IKE,2008,09,07,00,00,21.2,-70.3,115,4
AL092008,IKE,2008,09,07,06,00,21.1,-71.6,115,4
AL092008,IKE,2008,09,07,12,00,21,-72.8,110,3
AL092008,IKE,2008,09,07,13,00,21,-73.2,110,3
AL092008,IKE,2008,09,07,18,00,21,-74,105,3
AL092008,IKE,2008,09,08,00,00,21.1,-75.2,115,4
AL092008,IKE,2008,09,08,02,00,21.1,-75.7,115,4
AL092008,IKE,2008,09,08,06,00,21.1,-76.5,100,3
AL092008,IKE,2008,09,08,12,00,21.1,-77.8,85,2
AL092008,IKE,2008,09,08,18,00,21.2,-79.1,75,1
AL092008,IKE,2008,09,09,00,00,21.5,-80.3,70,1
AL092008,IKE,2008,09,09,06,00,22,-81.4,70,1
AL092008,IKE,2008,09,09,12,00,22.4,-82.4,70,1
AL092008,IKE,2008,09,09,14,00,22.6,-82.9,70,1
AL092008,IKE,2008,09,09,18,00,22.7,-83.3,65,1
AL092008,IKE,2008,09,10,00,00,23.1,-84,65,1
AL092008,IKE,2008,09,10,06,00,23.4,-84.6,70,1
AL092008,IKE,2008,09,10,12,00,23.8,-85.2,80,1
AL092008,IKE,2008,09,10,18,00,24.2,-85.8,85,2
AL092008,IKE,2008,09,11,00,00,24.7,-86.4,85,2
AL092008,IKE,2008,09,11,06,00,25.1,-87.1,85,2
AL092008,IKE,2008,09,11,12,00,25.5,-88,85,2
AL092008,IKE,2008,09,11,18,00,25.8,-88.9,85,2
AL092008,IKE,2008,09,12,00,00,26.1,-90,85,2
AL092008,IKE,2008,09,12,06,00,26.4,-91.1,90,2
AL092008,IKE,2008,09,12,12,00,26.9,-92.2,95,2
AL092008,IKE,2008,09,12,18,00,27.5,-93.2,95,2
AL092008,IKE,2008,09,13,00,00,28.3,-94,95,2
AL092008,IKE,2008,09,13,06,00,29.1,-94.6,95,2
AL092008,IKE,2008,09,13,07,00,29.3,-94.7,95,2
AL092008,IKE,2008,09,13,12,00,30.3,-95.2,85,2
AL092008,IKE,2008,09,13,18,00,31.7,-95.3,50,0
AL092008,IKE,2008,09,14,00,00,33.5,-94.9,35,0
AL092008,IKE,2008,09,14,06,00,35.5,-93.7,35,0
AL092008,IKE,2008,09,14,12,00,37.6,-91,40,0
AL092008,IKE,2008,09,14,18,00,40.3,-87.2,50,0
AL092008,IKE,2008,09,15,00,00,43.3,-81.5,50,0
AL092008,IKE,2008,09,15,06,00,45.8,-75.3,40,0
AL092008,IKE,2008,09,15,12,00,47.2,-71.1,35,0
