id,name,year,month,day,hour,minute,lat,lon,max_sustained_wind_kts,sshws
AL092007,HUMBERTO,2007,09,12,06,00,27.3,-95,25,0
AL092007,HUMBERTO,2007,09,12,12,00,27.8,-95.1,35,0
AL092007,HUMBERTO,2007,09,12,18,00,28.3,-95,45,0
AL092007,HUMBERTO,2007,09,13,00,00,28.8,-94.8,55,0
AL092007,HUMBERTO,2007,09,13,06,00,29.5,-94.4,80,1
AL092007,HUMBERTO,2007,09,13,07,00,29.6,-94.3,80,1
AL092007,HUMBERTO,2007,09,13,12,00,30.3,-93.6,65,1
AL092007,HUMBERTO,2007,09,13,18,00,31,-92.9,35,0
AL092007,HUMBERTO,2007,09,14,00,00,31.7,-92.3,25,0
AL092007,HUMBERTO,2007,09,14,06,00,32.4,-91.3,20,0
AL092007,HUMBERTO,2007,09,14,12,00,32.7,-90.2,20,0
