station_id,awnd,lat,lng
RQW00011630,49,18.255,-65.6408
RQW00011641,36,18.4325,-66.0108
USC00086634,0,28.5083,-81.5467
USC00173570,9,44.3744,-70.3164
USC00178792,18,45.4353,-67.7214
USC00185934,58,39.7194,-76.8028
USC00274556,0,44.4911,-71.5725
USC00300364,0,40.9339,-72.7394
USC00311975,9,35.4111,-80.5833
USC00319675,4,36.1306,-80.5481
USC00412114,94,31.3072,-95.4508
USC00413340,49,28.9844,-95.3808
USC00418862,76,30.5844,-97.4156
USC00464840,63,39.4206,-79.005
USW00003757,42,38.1417,-76.4292
USW00003810,33,35.7425,-81.3819
USW00003812,60,35.4319,-82.5375
USW00003813,36,32.6847,-83.6528
USW00003818,31,30.8356,-85.1839
USW00003820,43,33.3644,-81.9633
USW00003822,34,32.13,-81.21
USW00003853,58,30.4,-81.4167
USW00003855,85,30.35,-87.3167
USW00003856,67,34.6439,-86.7861
USW00003859,48,37.2958,-81.2078
USW00003866,34,32.55,-88.5667
USW00003870,33,34.8831,-82.2203
USW00003872,51,37.7836,-81.1231
USW00003878,50,31.8606,-86.0122
USW00003888,34,33.7792,-84.5214
USW00003901,57,32.3847,-94.7117
USW00003904,63,30.5892,-96.3647
USW00003927,76,32.8978,-97.0189
USW00003933,73,31.1333,-97.7167
USW00003937,50,30.125,-93.2158
USW00003940,60,32.3206,-90.0778
USW00003949,26,31.4,-93.2833
USW00003971,68,32.6808,-96.8681
USW00003991,64,33.2061,-97.1989
USW00003996,55,32.35,-91.0278
USW00003999,65,30.7406,-98.2353
USW00004725,46,42.1997,-75.985
USW00004726,71,40.3161,-78.8339
USW00004751,54,41.8031,-78.6403
USW00004780,28,42.5519,-71.7558
USW00004781,41,40.7939,-73.1017
USW00004787,62,41.1783,-78.8989
USW00004789,23,41.5092,-74.265
USW00004836,35,47.2856,-68.3133
USW00012812,36,26.9172,-81.9914
USW00012815,38,28.4339,-81.325
USW00012816,31,29.6919,-82.2756
USW00012818,32,28.4736,-82.4544
USW00012819,37,28.8208,-81.8097
USW00012832,59,29.7333,-85.0333
USW00012833,19,29.6333,-83.1053
USW00012834,24,29.1828,-81.0483
USW00012835,35,26.585,-81.8614
USW00012836,71,24.555,-81.7522
USW00012838,53,28.1011,-80.6439
USW00012839,60,25.7906,-80.3164
USW00012841,41,28.5453,-81.3331
USW00012842,31,27.9619,-82.5403
USW00012843,55,27.6531,-80.2428
USW00012844,65,26.6847,-80.0994
USW00012849,71,26.0719,-80.1536
USW00012850,69,24.5833,-81.6833
USW00012854,35,28.7797,-81.2436
USW00012871,44,27.4014,-82.5586
USW00012873,45,27.9106,-82.6875
USW00012876,40,28.0622,-81.7542
USW00012882,52,25.9069,-80.2803
USW00012884,71,29.3331,-89.4075
USW00012885,63,26.1969,-80.1708
USW00012888,57,25.6475,-80.4331
USW00012894,37,26.5361,-81.755
USW00012895,57,27.4981,-80.3767
USW00012896,41,24.7258,-81.0517
USW00012897,41,26.1522,-81.7753
USW00012904,63,26.2281,-97.6542
USW00012912,58,28.8614,-96.9303
USW00012916,64,29.9933,-90.2511
USW00012917,54,29.9506,-94.0206
USW00012918,52,29.6381,-95.2819
USW00012919,58,25.9156,-97.4186
USW00012921,60,29.5442,-98.4839
USW00012923,81,29.2733,-94.8592
USW00012924,70,27.7839,-97.5108
USW00012926,84,27.6833,-97.2833
USW00012928,62,27.5,-97.8167
USW00012932,63,27.7411,-98.0247
USW00012935,64,28.7247,-96.2536
USW00012947,55,28.4567,-99.2183
USW00012957,63,26.1658,-97.3458
USW00012959,55,26.1839,-98.2539
USW00012960,43,29.98,-95.36
USW00012962,57,29.36,-99.1742
USW00012968,11,29.5622,-91.5256
USW00012970,42,29.3389,-98.4719
USW00012971,65,29.7036,-98.0281
USW00012972,58,28.0836,-97.0464
USW00012975,44,29.5189,-95.2417
USW00012976,50,29.1097,-95.4619
USW00012977,47,29.6222,-95.6564
USW00013721,63,38.3,-76.4167
USW00013722,19,35.8922,-78.7819
USW00013723,39,36.0969,-79.9433
USW00013724,44,39.3792,-74.4242
USW00013728,33,36.5728,-79.3361
USW00013729,47,38.8853,-79.8528
USW00013733,30,37.3208,-79.2067
USW00013734,52,39.4019,-77.9844
USW00013735,40,39.3667,-75.0667
USW00013736,30,39.6428,-79.9164
USW00013737,43,36.9033,-76.1922
USW00013739,56,39.8683,-75.2311
USW00013740,52,37.505,-77.3203
USW00013741,53,37.3169,-79.9742
USW00013743,49,38.8483,-77.0342
USW00013744,34,34.1853,-79.7239
USW00013748,38,34.2675,-77.8997
USW00013750,43,36.95,-76.2833
USW00013752,36,38.9833,-76.4667
USW00013754,37,34.9,-76.8833
USW00013762,33,36.695,-76.1356
USW00013764,31,38.6892,-75.3592
USW00013769,54,36.8167,-76.0333
USW00013773,46,38.5,-77.3
USW00013776,27,34.6081,-79.0592
USW00013781,50,39.6728,-75.6008
USW00013786,46,36.2606,-76.175
USW00013833,43,31.2819,-89.2531
USW00013837,34,33.4669,-82.0386
USW00013838,56,30.6264,-88.0681
USW00013839,47,31.3214,-85.4497
USW00013865,50,32.3347,-88.7442
USW00013869,32,31.5356,-84.1944
USW00013870,29,31.5358,-82.5067
USW00013871,40,33.5872,-85.8556
USW00013872,31,35.5953,-82.5567
USW00013873,30,33.9481,-83.3275
USW00013874,47,33.63,-84.4417
USW00013876,51,33.5656,-86.745
USW00013877,40,36.4731,-82.4044
USW00013878,46,31.1522,-81.3908
USW00013880,37,32.8986,-80.0403
USW00013881,24,35.2236,-80.9553
USW00013883,43,33.9486,-81.1186
USW00013884,35,30.7797,-86.5225
USW00013886,34,34.8461,-82.3461
USW00013889,36,30.4844,-81.7019
USW00013894,60,30.6794,-88.2397
USW00013895,43,32.2997,-86.4075
USW00013896,53,34.7442,-87.5997
USW00013899,79,30.4781,-87.1869
USW00013904,59,30.1831,-97.68
USW00013911,68,32.7667,-97.45
USW00013927,59,32.3367,-90.2214
USW00013935,40,31.3928,-92.2956
USW00013939,65,33.4825,-90.9853
USW00013942,45,32.5156,-92.0406
USW00013957,56,32.4506,-93.8411
USW00013958,44,30.3208,-97.7603
USW00013959,69,31.6189,-97.2283
USW00013960,68,32.8519,-96.8556
USW00013961,70,32.8192,-97.3614
USW00013970,51,30.5372,-91.1469
USW00013972,55,32.3542,-95.4025
USW00013973,56,30.5108,-99.7664
USW00013976,50,30.205,-91.9875
USW00013977,60,33.4536,-94.0075
USW00013978,57,33.4964,-90.0867
USW00014605,27,44.3206,-69.7972
USW00014606,40,44.7978,-68.8186
USW00014607,32,46.8706,-68.0172
USW00014609,29,46.1236,-67.7928
USW00014610,11,45.6478,-68.6925
USW00014702,38,42.47,-71.2894
USW00014707,45,41.3275,-72.0494
USW00014710,28,42.9333,-71.4383
USW00014711,50,40.1936,-76.7633
USW00014712,35,40.3667,-75.9667
USW00014719,43,40.8436,-72.6322
USW00014732,48,40.7794,-73.8803
USW00014734,49,40.6825,-74.1694
USW00014735,38,42.7431,-73.8092
