station_id,awnd,lat,lng
RQW00011641,29,18.4325,-66.0108
USW00003749,18,39.645,-77.4681
USW00003757,4,38.1417,-76.4292
USW00003810,9,35.7425,-81.3819
USW00003812,12,35.4319,-82.5375
USW00003813,25,32.6847,-83.6528
USW00003818,24,30.8356,-85.1839
USW00003820,17,33.3644,-81.9633
USW00003822,39,32.13,-81.21
USW00003853,68,30.4,-81.4167
USW00003855,59,30.35,-87.3167
USW00003856,40,34.6439,-86.7861
USW00003859,12,37.2958,-81.2078
USW00003866,33,32.55,-88.5667
USW00003870,19,34.8831,-82.2203
USW00003872,9,37.7836,-81.1231
USW00003878,38,31.8606,-86.0122
USW00003882,37,30.2119,-85.6828
USW00003888,23,33.7792,-84.5214
USW00003901,60,32.3847,-94.7117
USW00003902,57,31.0667,-97.8333
USW00003904,50,30.5892,-96.3647
USW00003927,85,32.8978,-97.0189
USW00003931,46,31.05,-93.1833
USW00003933,59,31.1333,-97.7167
USW00003937,68,30.125,-93.2158
USW00003940,75,32.3206,-90.0778
USW00003971,76,32.6808,-96.8681
USW00003991,68,33.2061,-97.1989
USW00003996,89,32.35,-91.0278
USW00004725,22,42.1997,-75.985
USW00004726,12,40.3161,-78.8339
USW00004751,2,41.8031,-78.6403
USW00004780,18,42.5519,-71.7558
USW00004781,30,40.7939,-73.1017
USW00004787,9,41.1783,-78.8989
USW00004789,11,41.5092,-74.265
USW00004836,22,47.2856,-68.3133
USW00012812,40,26.9172,-81.9914
USW00012815,46,28.4339,-81.325
USW00012816,34,29.6919,-82.2756
USW00012818,33,28.4736,-82.4544
USW00012819,37,28.8208,-81.8097
USW00012832,43,29.7333,-85.0333
USW00012833,17,29.6333,-83.1053
USW00012834,40,29.1828,-81.0483
USW00012835,46,26.585,-81.8614
USW00012836,59,24.555,-81.7522
USW00012839,55,25.7906,-80.3164
USW00012841,39,28.5453,-81.3331
USW00012842,39,27.9619,-82.5403
USW00012843,50,27.6531,-80.2428
USW00012844,62,26.6847,-80.0994
USW00012849,69,26.0719,-80.1536
USW00012850,56,24.5833,-81.6833
USW00012854,34,28.7797,-81.2436
USW00012871,45,27.4014,-82.5586
USW00012873,41,27.9106,-82.6875
USW00012876,42,28.0622,-81.7542
USW00012882,66,25.9069,-80.2803
USW00012885,64,26.1969,-80.1708
USW00012888,48,25.6475,-80.4331
USW00012894,49,26.5361,-81.755
USW00012895,41,27.4981,-80.3767
USW00012896,64,24.7258,-81.0517
USW00012897,47,26.1522,-81.7753
USW00012904,34,26.2281,-97.6542
USW00012912,34,28.8614,-96.9303
USW00012916,88,29.9933,-90.2511
USW00012917,60,29.9506,-94.0206
USW00012918,47,29.6381,-95.2819
USW00012919,34,25.9156,-97.4186
USW00012921,30,29.5442,-98.4839
USW00012923,69,29.2733,-94.8592
USW00012924,28,27.7839,-97.5108
USW00012926,36,27.6833,-97.2833
USW00012928,31,27.5,-97.8167
USW00012932,29,27.7411,-98.0247
USW00012935,50,28.7247,-96.2536
USW00012946,24,27.7,-97.4333
USW00012947,15,28.4567,-99.2183
USW00012957,34,26.1658,-97.3458
USW00012958,64,29.8167,-90.0167
USW00012959,12,26.1839,-98.2539
USW00012960,44,29.98,-95.36
USW00012962,24,29.36,-99.1742
USW00012970,13,29.3389,-98.4719
USW00012971,31,29.7036,-98.0281
USW00012972,26,28.0836,-97.0464
USW00012975,34,29.5189,-95.2417
USW00012976,29,29.1097,-95.4619
USW00012977,36,29.6222,-95.6564
USW00013721,22,38.3,-76.4167
USW00013722,10,35.8922,-78.7819
USW00013723,15,36.0969,-79.9433
USW00013728,12,36.5728,-79.3361
USW00013729,3,38.8853,-79.8528
USW00013733,6,37.3208,-79.2067
USW00013734,4,39.4019,-77.9844
USW00013735,10,39.3667,-75.0667
USW00013736,5,39.6428,-79.9164
USW00013737,18,36.9033,-76.1922
USW00013739,31,39.8683,-75.2311
USW00013740,12,37.505,-77.3203
USW00013741,9,37.3169,-79.9742
USW00013743,21,38.8483,-77.0342
USW00013744,20,34.1853,-79.7239
USW00013748,17,34.2675,-77.8997
USW00013750,22,36.95,-76.2833
USW00013754,13,34.9,-76.8833
USW00013762,11,36.695,-76.1356
USW00013764,18,38.6892,-75.3592
USW00013769,20,36.8167,-76.0333
USW00013773,26,38.5,-77.3
USW00013781,28,39.6728,-75.6008
USW00013786,15,36.2606,-76.175
USW00013833,52,31.2819,-89.2531
USW00013837,34,33.4669,-82.0386
USW00013838,52,30.6264,-88.0681
USW00013839,34,31.3214,-85.4497
USW00013865,38,32.3347,-88.7442
USW00013869,34,31.5356,-84.1944
USW00013870,30,31.5358,-82.5067
USW00013871,30,33.5872,-85.8556
USW00013873,27,33.9481,-83.3275
USW00013874,39,33.63,-84.4417
USW00013876,40,33.5656,-86.745
USW00013877,5,36.4731,-82.4044
USW00013878,59,31.1522,-81.3908
