station_id,awnd,lat,lng
RQW00011641,31,18.4325,-66.0108
USW00003810,17,35.7425,-81.3819
USW00003812,15,35.4319,-82.5375
USW00003813,11,32.6847,-83.6528
USW00003818,17,30.8356,-85.1839
USW00003820,8,33.3644,-81.9633
USW00003822,17,32.13,-81.21
USW00003856,29,34.6439,-86.7861
USW00003859,22,37.2958,-81.2078
USW00003870,24,34.8831,-82.2203
USW00003872,30,37.7836,-81.1231
USW00003878,10,31.8606,-86.0122
USW00003882,23,30.2119,-85.6828
USW00003888,12,33.7792,-84.5214
USW00003901,42,32.3847,-94.7117
USW00003904,34,30.5892,-96.3647
USW00003927,67,32.8978,-97.0189
USW00003937,29,30.125,-93.2158
USW00003940,21,32.3206,-90.0778
USW00003971,58,32.6808,-96.8681
USW00003991,66,33.2061,-97.1989
USW00003996,28,32.35,-91.0278
USW00003999,33,30.7406,-98.2353
USW00004725,33,42.1997,-75.985
USW00004726,35,40.3161,-78.8339
USW00004751,26,41.8031,-78.6403
USW00004780,15,42.5519,-71.7558
USW00004781,30,40.7939,-73.1017
USW00004787,32,41.1783,-78.8989
USW00004789,23,41.5092,-74.265
USW00004836,38,47.2856,-68.3133
USW00012812,45,26.9172,-81.9914
USW00012815,41,28.4339,-81.325
USW00012816,28,29.6919,-82.2756
USW00012818,36,28.4736,-82.4544
USW00012819,39,28.8208,-81.8097
USW00012832,32,29.7333,-85.0333
USW00012833,24,29.6333,-83.1053
USW00012834,39,29.1828,-81.0483
USW00012835,45,26.585,-81.8614
USW00012836,54,24.555,-81.7522
USW00012839,25,25.7906,-80.3164
USW00012841,40,28.5453,-81.3331
USW00012842,34,27.9619,-82.5403
USW00012843,33,27.6531,-80.2428
USW00012844,45,26.6847,-80.0994
USW00012849,34,26.0719,-80.1536
USW00012854,37,28.7797,-81.2436
USW00012871,47,27.4014,-82.5586
USW00012873,50,27.9106,-82.6875
USW00012876,46,28.0622,-81.7542
USW00012882,27,25.9069,-80.2803
USW00012884,30,29.3331,-89.4075
USW00012885,28,26.1969,-80.1708
USW00012888,28,25.6475,-80.4331
USW00012894,46,26.5361,-81.755
USW00012895,35,27.4981,-80.3767
USW00012896,40,24.7258,-81.0517
USW00012904,46,26.2281,-97.6542
USW00012912,38,28.8614,-96.9303
USW00012916,32,29.9933,-90.2511
USW00012917,46,29.9506,-94.0206
USW00012918,33,29.6381,-95.2819
USW00012919,43,25.9156,-97.4186
USW00012921,41,29.5442,-98.4839
USW00012923,47,29.2733,-94.8592
USW00012924,50,27.7839,-97.5108
USW00012935,43,28.7247,-96.2536
USW00012957,57,26.1658,-97.3458
USW00012958,34,29.8167,-90.0167
USW00012959,45,26.1839,-98.2539
USW00012960,28,29.98,-95.36
USW00012962,46,29.36,-99.1742
USW00012968,22,29.5622,-91.5256
USW00012970,35,29.3389,-98.4719
USW00012971,47,29.7036,-98.0281
USW00012972,41,28.0836,-97.0464
USW00012975,31,29.5189,-95.2417
USW00012976,37,29.1097,-95.4619
USW00013721,42,38.3,-76.4167
USW00013722,21,35.8922,-78.7819
USW00013723,29,36.0969,-79.9433
USW00013728,23,36.5728,-79.3361
USW00013729,12,38.8853,-79.8528
USW00013733,14,37.3208,-79.2067
USW00013735,35,39.3667,-75.0667
USW00013736,24,39.6428,-79.9164
USW00013737,41,36.9033,-76.1922
USW00013739,38,39.8683,-75.2311
USW00013740,27,37.505,-77.3203
USW00013741,20,37.3169,-79.9742
USW00013743,31,38.8483,-77.0342
USW00013744,22,34.1853,-79.7239
