station_id,awnd,lat,lng
RQW00011630,35,18.255,-65.6408
RQW00011641,35,18.4325,-66.0108
USC00080211,32,29.7258,-85.0206
USC00085612,32,28.1136,-80.6539
USC00086634,0,28.5083,-81.5467
USC00173570,0,44.3744,-70.3164
USC00178792,9,45.4353,-67.7214
USC00185934,40,39.7194,-76.8028
USC00274556,0,44.4911,-71.5725
USC00300364,0,40.9339,-72.7394
USC00319675,4,36.1306,-80.5481
USC00412114,0,31.3072,-95.4508
USC00413340,9,28.9844,-95.3808
USC00418862,13,30.5844,-97.4156
USC00436500,0,42.7917,-73.2228
USC00464840,13,39.4206,-79.005
USW00003749,13,39.645,-77.4681
USW00003757,9,38.1417,-76.4292
USW00003810,10,35.7425,-81.3819
USW00003812,22,35.4319,-82.5375
USW00003813,6,32.6847,-83.6528
USW00003818,16,30.8356,-85.1839
USW00003820,6,33.3644,-81.9633
USW00003822,12,32.13,-81.21
USW00003853,25,30.4,-81.4167
USW00003855,16,30.35,-87.3167
USW00003856,14,34.6439,-86.7861
USW00003859,17,37.2958,-81.2078
USW00003866,10,32.55,-88.5667
USW00003870,13,34.8831,-82.2203
USW00003872,8,37.7836,-81.1231
USW00003878,3,31.8606,-86.0122
USW00003888,10,33.7792,-84.5214
USW00003901,23,32.3847,-94.7117
USW00003902,27,31.0667,-97.8333
USW00003904,25,30.5892,-96.3647
USW00003927,32,32.8978,-97.0189
USW00003931,10,31.05,-93.1833
USW00003933,23,31.1333,-97.7167
USW00003937,15,30.125,-93.2158
USW00003940,22,32.3206,-90.0778
USW00003949,5,31.4,-93.2833
USW00003971,23,32.6808,-96.8681
USW00003991,21,33.2061,-97.1989
USW00003996,16,32.35,-91.0278
USW00003999,24,30.7406,-98.2353
USW00004725,23,42.1997,-75.985
USW00004726,26,40.3161,-78.8339
USW00004751,12,41.8031,-78.6403
USW00004780,17,42.5519,-71.7558
USW00004781,20,40.7939,-73.1017
USW00004787,15,41.1783,-78.8989
USW00004789,5,41.5092,-74.265
USW00004836,18,47.2856,-68.3133
USW00012812,21,26.9172,-81.9914
USW00012815,21,28.4339,-81.325
USW00012816,17,29.6919,-82.2756
USW00012818,21,28.4736,-82.4544
USW00012819,28,28.8208,-81.8097
USW00012832,32,29.7333,-85.0333
USW00012833,16,29.6333,-83.1053
USW00012834,24,29.1828,-81.0483
USW00012835,26,26.585,-81.8614
USW00012836,56,24.555,-81.7522
USW00012838,32,28.1011,-80.6439
USW00012839,39,25.7906,-80.3164
USW00012841,27,28.5453,-81.3331
USW00012842,21,27.9619,-82.5403
USW00012843,25,27.6531,-80.2428
USW00012844,36,26.6847,-80.0994
USW00012849,43,26.0719,-80.1536
USW00012850,56,24.5833,-81.6833
USW00012854,22,28.7797,-81.2436
USW00012871,27,27.4014,-82.5586
USW00012873,23,27.9106,-82.6875
USW00012876,27,28.0622,-81.7542
USW00012882,34,25.9069,-80.2803
USW00012884,24,29.3331,-89.4075
USW00012885,38,26.1969,-80.1708
USW00012888,36,25.6475,-80.4331
USW00012894,20,26.5361,-81.755
USW00012895,26,27.4981,-80.3767
USW00012896,37,24.7258,-81.0517
USW00012897,28,26.1522,-81.7753
USW00012904,35,26.2281,-97.6542
USW00012912,19,28.8614,-96.9303
USW00012916,13,29.9933,-90.2511
USW00012917,14,29.9506,-94.0206
USW00012918,13,29.6381,-95.2819
USW00012919,31,25.9156,-97.4186
USW00012921,32,29.5442,-98.4839
USW00012923,29,29.2733,-94.8592
USW00012924,31,27.7839,-97.5108
USW00012926,42,27.6833,-97.2833
USW00012928,35,27.5,-97.8167
USW00012932,36,27.7411,-98.0247
USW00012935,25,28.7247,-96.2536
USW00012946,32,27.7,-97.4333
USW00012947,35,28.4567,-99.2183
USW00012957,44,26.1658,-97.3458
USW00012959,43,26.1839,-98.2539
USW00012960,22,29.98,-95.36
USW00012962,29,29.36,-99.1742
USW00012968,6,29.5622,-91.5256
USW00012970,21,29.3389,-98.4719
USW00012971,21,29.7036,-98.0281
USW00012972,34,28.0836,-97.0464
USW00012975,5,29.5189,-95.2417
USW00012976,10,29.1097,-95.4619
USW00012977,19,29.6222,-95.6564
USW00013701,0,39.4717,-76.1697
USW00013721,15,38.3,-76.4167
USW00013722,23,35.8922,-78.7819
USW00013723,23,36.0969,-79.9433
USW00013728,9,36.5728,-79.3361
USW00013729,7,38.8853,-79.8528
USW00013733,11,37.3208,-79.2067
USW00013734,9,39.4019,-77.9844
USW00013735,3,39.3667,-75.0667
USW00013736,13,39.6428,-79.9164
USW00013737,21,36.9033,-76.1922
USW00013739,19,39.8683,-75.2311
USW00013740,16,37.505,-77.3203
USW00013741,18,37.3169,-79.9742
USW00013743,22,38.8483,-77.0342
USW00013744,18,34.1853,-79.7239
USW00013748,19,34.2675,-77.8997
USW00013750,15,36.95,-76.2833
USW00013752,15,38.9833,-76.4667
USW00013754,14,34.9,-76.8833
USW00013764,5,38.6892,-75.3592
USW00013769,25,36.8167,-76.0333
USW00013773,19,38.5,-77.3
USW00013776,13,34.6081,-79.0592
USW00013781,20,39.6728,-75.6008
USW00013786,24,36.2606,-76.175
USW00013833,13,31.2819,-89.2531
USW00013837,13,33.4669,-82.0386
USW00013838,10,30.6264,-88.0681
USW00013839,16,31.3214,-85.4497
USW00013865,16,32.3347,-88.7442
USW00013869,11,31.5356,-84.1944
USW00013870,18,31.5358,-82.5067
USW00013871,6,33.5872,-85.8556
USW00013872,9,35.5953,-82.5567
USW00013873,11,33.9481,-83.3275
USW00013874,17,33.63,-84.4417
USW00013876,11,33.5656,-86.745
USW00013877,6,36.4731,-82.4044
USW00013878,27,31.1522,-81.3908
USW00013880,17,32.8986,-80.0403
USW00013881,10,35.2236,-80.9553
USW00013883,21,33.9486,-81.1186
USW00013884,15,30.7797,-86.5225
USW00013886,17,34.8461,-82.3461
USW00013889,19,30.4844,-81.7019
USW00013894,22,30.6794,-88.2397
USW00013895,10,32.2997,-86.4075
USW00013896,11,34.7442,-87.5997
USW00013899,19,30.4781,-87.1869
USW00013904,23,30.1831,-97.68
USW00013911,25,32.7667,-97.45
USW00013927,15,32.3367,-90.2214
USW00013935,13,31.3928,-92.2956
USW00013939,22,33.4825,-90.9853
USW00013942,15,32.5156,-92.0406
USW00013957,22,32.4506,-93.8411
USW00013958,16,30.3208,-97.7603
USW00013959,24,31.6189,-97.2283
USW00013960,28,32.8519,-96.8556
USW00013961,27,32.8192,-97.3614
USW00013970,16,30.5372,-91.1469
USW00013972,27,32.3542,-95.4025
USW00013973,22,30.5108,-99.7664
USW00013976,8,30.205,-91.9875
USW00013977,34,33.4536,-94.0075
USW00013978,13,33.4964,-90.0867
USW00014605,10,44.3206,-69.7972
USW00014606,21,44.7978,-68.8186
USW00014607,11,46.8706,-68.0172
USW00014609,16,46.1236,-67.7928
USW00014610,14,45.6478,-68.6925
USW00014702,17,42.47,-71.2894
USW00014707,13,41.3275,-72.0494
USW00014710,15,42.9333,-71.4383
USW00014711,9,40.1936,-76.7633
USW00014712,9,40.3667,-75.9667
USW00014719,14,40.8436,-72.6322
USW00014732,27,40.7794,-73.8803
USW00014734,18,40.6825,-74.1694
USW00014735,14,42.7431,-73.8092
USW00014736,15,40.2964,-78.3203
USW00014737,10,40.6508,-75.4492
USW00014739,37,42.3606,-71.0106
USW00014740,21,41.9381,-72.6825
USW00014745,9,43.1953,-71.5011
USW00014748,15,42.1594,-76.8919
USW00014750,11,43.35,-73.6167
USW00014751,13,40.2172,-76.8514
USW00014752,14,41.7361,-72.6506
USW00014755,66,44.2667,-71.2994
USW00014756,23,41.2531,-70.0608
USW00014757,10,41.6267,-73.8842
USW00014758,16,41.2639,-72.8872
USW00014762,22,40.3547,-79.9217
USW00014763,9,42.4272,-73.2892
USW00014764,18,43.6497,-70.3003
USW00014765,21,41.7219,-71.4325
USW00014768,29,43.1167,-77.6767
USW00014770,5,40.8206,-76.8642
USW00014771,17,43.1111,-76.1039
USW00014775,13,42.1578,-72.7161
USW00014777,19,41.3336,-75.7269
USW00014778,7,41.2433,-76.9217
USW00014787,17,41.5333,-71.2833
USW00014792,8,40.2769,-74.8158
USW00014794,14,41.3497,-71.7989
USW00022010,36,29.3783,-100.9269
USW00053819,7,33.3633,-84.5658
USW00053820,4,31.4156,-87.0442
USW00053838,25,34.2719,-83.8303
USW00053843,16,31.3089,-86.3939
USW00053847,9,30.7044,-87.0231
USW00053848,19,30.5069,-86.9597
USW00053850,12,34.6719,-82.8864
USW00053852,10,34.6525,-86.9453
USW00053853,11,30.4,-86.4717
USW00053854,14,33.4617,-80.8581
USW00053858,8,30.4636,-88.5319
USW00053860,17,30.3361,-81.5147
USW00053862,17,30.0719,-83.5736
USW00053863,12,33.875,-84.3022
USW00053864,5,33.1783,-86.7817
USW00053867,13,33.9706,-80.9958
USW00053870,5,35.1967,-81.1558
USW00053871,17,34.9869,-81.0575
USW00053872,19,35.0169,-80.6206
USW00053873,8,34.1231,-84.8486
USW00053874,14,34.2486,-82.1592
USW00053902,13,30.3567,-95.4139
USW00053903,15,30.7439,-95.5861
USW00053905,24,32.5428,-93.745
USW00053907,30,32.6636,-97.0939
USW00053909,21,32.9733,-97.3181
USW00053910,12,30.0675,-95.5561
USW00053911,29,32.71,-96.2672
USW00053912,28,32.0311,-96.3989
USW00053914,24,33.1803,-96.5903
USW00053915,17,30.0375,-91.8839
USW00053919,16,33.6361,-91.7556
USW00053925,23,34.05,-94.4008
USW00053988,3,31.15,-92.9667
USW00054704,16,42.1908,-71.1736
USW00054728,7,44.3675,-71.545
USW00054733,21,42.5842,-70.9175
USW00054734,13,41.3714,-73.4828
USW00054737,13,40.1203,-76.2944
USW00054740,9,43.3436,-72.5178
USW00054743,4,40.8764,-74.2831
USW00054756,15,42.57,-72.2911
USW00054757,13,42.1094,-77.9919
USW00054767,11,41.7419,-72.1836
USW00054768,7,42.6958,-73.1708
USW00054769,16,41.9097,-70.7294
USW00054770,9,42.805,-72.0036
USW00054772,11,43.9906,-70.9475
USW00054773,9,43.3497,-76.3847
USW00054777,14,41.8756,-71.0211
USW00054778,20,42.6425,-77.0564
USW00054779,3,41.0089,-74.7367
USW00054780,13,41.0731,-71.9233
USW00054781,5,42.8914,-73.2469
USW00054782,7,40.2383,-75.5572
USW00054785,3,40.6239,-74.6694
USW00054786,4,40.33,-75.1225
USW00054787,23,40.7342,-73.4169
USW00054788,13,41.5097,-72.8278
USW00054789,9,41.1389,-75.3794
USW00054790,17,40.8217,-72.8689
USW00054791,9,43.2781,-70.9222
USW00054792,20,41.0467,-78.4117
USW00054793,5,41.2003,-74.6231
USW00063870,8,31.0425,-86.3117
USW00063872,9,31.9514,-85.1289
USW00063890,10,30.3503,-81.8831
USW00063903,10,31.1136,-92.9656
USW00064775,21,43.2339,-75.4117
USW00073805,15,30.3489,-85.7881
USW00092805,40,26.25,-80.1083
USW00092806,30,27.7628,-82.6261
USW00092809,36,25.9989,-80.2411
USW00093706,17,39.7078,-77.7297
USW00093718,17,33.8117,-78.7239
USW00093719,19,35.0678,-77.0481
USW00093720,8,38.3406,-75.5103
USW00093721,13,39.1667,-76.6833
USW00093727,16,34.7,-77.3833
USW00093729,22,35.2325,-75.6219
USW00093730,18,39.4494,-74.5672
USW00093736,9,38.1386,-78.453
USW00093738,19,38.9408,-77.4636
USW00093739,15,37.9406,-75.4631
USW00093740,21,34.9914,-78.8803
USW00093741,17,37.1319,-76.493
USW00093743,18,34.6833,-77.0333
USW00093759,19,35.855,-77.8931
USW00093762,4,39.7333,-77.4333
USW00093765,22,34.7336,-76.6606
USW00093773,7,36.9839,-77.0075
USW00093775,6,37.7081,-77.4344
USW00093778,9,39.9181,-76.8742
USW00093780,2,39.9492,-74.8417
USW00093782,19,34.7917,-79.3661
USW00093783,11,36.0467,-79.4769
USW00093785,13,35.9333,-79.0642
USW00093786,11,38.3083,-75.1239
USW00093801,10,34.3478,-85.1611
USW00093805,15,30.3975,-84.3289
USW00093806,10,33.2119,-87.6161
USW00093807,10,36.1336,-80.2222
USW00093831,7,32.4833,-80.7167
USW00093837,27,30.2333,-81.6667
USW00093841,18,30.7167,-87.0167
USW00093842,13,32.5161,-84.9422
USW00093845,18,30.7825,-83.2767
USW00093846,16,34.4978,-82.7097
USW00093862,14,34.2622,-88.7714
USW00093874,8,30.4119,-89.0808
USW00093915,9,31.3347,-92.5586
USW00093919,12,31.1828,-90.4708
USW00093987,15,31.2361,-94.7544
USW00093988,16,34.175,-91.9347
USW00093992,14,33.2208,-92.8142
USW00094623,10,43.9636,-69.7117
USW00094624,19,41.6875,-69.9933
USW00094626,13,45.4622,-69.5953
USW00094700,8,44.5761,-71.1786
USW00094702,18,41.1583,-73.1289
USW00094704,23,42.5708,-77.7133
USW00094720,23,41.6686,-70.28
USW00094723,15,42.7172,-71.1239
USW00094724,20,41.3931,-70.615
USW00094726,17,41.6764,-70.9583
USW00094728,5,40.7789,-73.9692
USW00094732,12,40.0819,-75.0111
USW00094741,16,40.85,-74.0614
USW00094745,13,41.0669,-73.7075
USW00094746,33,42.2706,-71.8731
USW00094765,3,43.6264,-72.3047
USW00094789,24,40.6386,-73.7622
VQW00011624,46,17.7028,-64.8056
VQW00011640,47,18.3331,-64.9667
